-282.127, 11.011
-271.842, 11.011
-261.557, 11.011
-251.272, 11.011
-240.988, 11.011
-230.703, 11.011
-220.418, 11.011
-210.133, 11.011
-199.848, 11.011
-189.564, 11.011
-179.279, 11.011
-168.994, 11.011
-158.709, 11.011
-148.424, 11.011
-138.140, 11.011
-127.855, 11.011
-117.570, 11.011
-107.285, 11.011
-97.000, 11.011
-86.716, 11.011
-76.431, 11.011
-66.146, 11.011
-55.861, 11.011
-45.576, 11.011
-35.292, 11.011
-25.007, 11.011
-14.722, 11.011
-4.437, 11.011
5.848, 11.011
16.132, 11.011
26.417, 11.011
36.702, 11.011
46.987, 11.011
57.272, 11.011
67.556, 11.011
77.841, 11.011
88.126, 11.011
98.411, 11.011
108.695, 11.011
118.980, 11.011
129.265, 11.011
139.550, 11.011
149.835, 11.011
160.119, 11.011
170.404, 11.011
180.689, 11.011
190.974, 11.014
201.259, 11.029
211.543, 11.032
221.828, 11.050
232.113, 11.066
242.398, 11.081
252.683, 11.102
262.967, 11.121
273.252, 11.148
283.537, 11.167
293.822, 11.194
304.107, 11.215
314.391, 11.249
324.676, 11.283
334.961, 11.307
345.246, 11.341
358.959, 11.374
369.244, 11.405
379.528, 11.423
389.813, 11.451
400.098, 11.472
410.383, 11.494
418.953, 11.511
430.952, 11.533
441.237, 11.552
451.522, 11.564
461.807, 11.582
472.092, 11.598
482.376, 11.613
492.661, 11.631
502.946, 11.644
513.231, 11.656
526.944, 11.671
537.229, 11.680
547.513, 11.689
557.798, 11.702
568.083, 11.708
578.368, 11.717
588.653, 11.726
598.937, 11.726
609.222, 11.741
619.507, 11.744
629.792, 11.751
640.077, 11.763
650.361, 11.763
660.646, 11.763
670.931, 11.772
681.216, 11.781
691.501, 11.781
701.785, 11.781
712.070, 11.781
722.355, 11.790
732.640, 11.799
742.924, 11.799
753.209, 11.799
763.494, 11.803
773.779, 11.854
784.064, 11.910
794.348, 11.955
802.919, 12.006
814.918, 12.065
825.203, 12.127
838.916, 12.194
849.201, 12.255
862.914, 12.322
873.199, 12.377
886.912, 12.435
897.196, 12.503
910.909, 12.561
921.194, 12.616
934.907, 12.662
943.478, 12.703
955.477, 12.744
965.762, 12.787
979.475, 12.830
989.760, 12.870
1003.473, 12.909
1013.757, 12.946
1024.042, 12.964
1034.327, 12.995
1044.612, 13.019
1054.897, 13.047
1063.467, 13.065
1075.466, 13.090
1085.751, 13.111
1096.036, 13.126
1106.321, 13.148
1116.605, 13.160
1126.890, 13.181
1135.461, 13.198
1147.460, 13.215
1157.745, 13.233
1171.458, 13.249
1181.742, 13.264
1192.027, 13.273
1202.312, 13.273
1212.597, 13.200
1222.882, 13.096
1233.166, 13.001
1243.451, 12.925
1253.736, 12.821
1264.021, 12.756
1274.306, 12.656
1284.590, 12.582
1294.875, 12.497
1305.160, 12.414
1315.445, 12.347
1325.729, 12.261
1339.443, 12.188
1349.727, 12.114
1363.440, 12.044
1373.725, 11.974
1387.438, 11.919
1397.723, 11.854
1411.436, 11.799
1421.721, 11.751
1435.434, 11.699
1445.719, 11.656
1459.432, 11.610
1469.717, 11.573
1483.430, 11.533
1493.714, 11.503
1503.999, 11.478
1514.284, 11.451
1524.569, 11.430
1534.854, 11.408
1543.424, 11.391
1555.423, 11.368
1565.708, 11.350
1575.993, 11.338
1586.278, 11.319
1596.562, 11.304
1606.847, 11.289
1615.418, 11.281
1627.417, 11.267
1637.702, 11.252
1647.986, 11.249
1658.271, 11.231
1668.556, 11.228
1678.841, 11.212
1689.126, 11.212
1699.410, 11.197
1709.695, 11.194
1719.980, 11.188
1730.265, 11.176
1740.550, 11.176
1750.834, 11.173
1761.119, 11.157
1771.404, 11.157
1781.689, 11.157
1791.974, 11.157
1800.544, 11.144
